,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_DISCIPLINE,COACH_NAME,COACH_COUNTRY,COACH_DISCIPLINE,COACH_EVENT,FEMALE_ENTRIES,MALE_ENTRIES,TOTAL_ENTRIES,TEAM_COUNTRY,GOLD_MEDALS,SILVER_MEDALS,BRONZE_MEDALS,TOTAL_MEDALS,RANK_BY_TOTAL
7041,KITWANITSATHIAN Chutikan,Thailand,Cycling BMX Racing,,,,,24,24,48,Thailand,1.0,0.0,1.0,2.0,66.0
7042,KIVIOJA Kaidi,Estonia,Triathlon,,,,,55,55,110,Estonia,1.0,0.0,1.0,2.0,66.0
7043,KIVLEHAN Patrick,United States of America,Baseball/Softball,BERG Laura,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
7044,KIVLEHAN Patrick,United States of America,Baseball/Softball,DOBSON Howard,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
7045,KIVLEHAN Patrick,United States of America,Baseball/Softball,ERIKSEN Ken,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
7046,KIVLEHAN Patrick,United States of America,Baseball/Softball,FLOWERS Tairia,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
7047,KIVLEHAN Patrick,United States of America,Baseball/Softball,TARR Heather,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
7048,KIVLEHAN Patrick,United States of America,Baseball/Softball,WEINSTEIN Jerry,United States of America,Baseball/Softball,Baseball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
7049,KIYANI CHANDEH Nahid,Islamic Republic of Iran,Taekwondo,,,,,65,65,130,Islamic Republic of Iran,3.0,2.0,2.0,7.0,33.0
7050,KIYENG Hyvin,Kenya,Athletics,,,,,969,1072,2041,Kenya,4.0,4.0,2.0,10.0,25.0
7051,KIYOHARA Nayu,Japan,Baseball/Softball,CASAREZ Mary Lucy,Japan,Baseball/Softball,Softball,90,144,234,Japan,27.0,14.0,17.0,58.0,5.0
7052,KIYOHARA Nayu,Japan,Baseball/Softball,KANEKO Makoto,Japan,Baseball/Softball,Baseball,90,144,234,Japan,27.0,14.0,17.0,58.0,5.0
7053,KIYOHARA Nayu,Japan,Baseball/Softball,UTSUGI Reika,Japan,Baseball/Softball,Softball,90,144,234,Japan,27.0,14.0,17.0,58.0,5.0
7054,KIYOHARA Nayu,Japan,Baseball/Softball,YAMAJI Noriko,Japan,Baseball/Softball,Softball,90,144,234,Japan,27.0,14.0,17.0,58.0,5.0
7055,KIYUNA Ryo,Japan,Karate,,,,,40,42,82,Japan,27.0,14.0,17.0,58.0,5.0
7056,KJAER Emil,Denmark,Athletics,,,,,969,1072,2041,Denmark,3.0,4.0,4.0,11.0,23.0
7057,KLAMER Rachel,Netherlands,Triathlon,,,,,55,55,110,Netherlands,10.0,12.0,14.0,36.0,9.0
7058,KLAMMERT David,Czech Republic,Judo,,,,,192,201,393,Czech Republic,4.0,4.0,3.0,11.0,23.0
7059,KLAVER Lieke,Netherlands,Athletics,,,,,969,1072,2041,Netherlands,10.0,12.0,14.0,36.0,9.0
7060,KLECKER Joe,United States of America,Athletics,,,,,969,1072,2041,United States of America,39.0,41.0,33.0,113.0,1.0
7061,KLEIBRINK Benjamin,Germany,Fencing,,,,,107,108,215,Germany,10.0,11.0,16.0,37.0,8.0
7062,KLEIN Hanna,Germany,Athletics,,,,,969,1072,2041,Germany,10.0,11.0,16.0,37.0,8.0
7063,KLEIN Lisa,Germany,Cycling Track,,,,,90,99,189,Germany,10.0,11.0,16.0,37.0,8.0
7064,KLEIN Luis,Germany,Fencing,,,,,107,108,215,Germany,10.0,11.0,16.0,37.0,8.0
7065,KLEIN Lukas,Slovakia,Tennis,,,,,94,97,191,Slovakia,1.0,2.0,1.0,4.0,47.0
7066,KLESHCHENKO Evgeny,ROC,Cycling BMX Racing,,,,,24,24,48,ROC,20.0,28.0,23.0,71.0,3.0
7067,KLEVANOVICH Elizaveta,ROC,Swimming,,,,,361,418,779,ROC,20.0,28.0,23.0,71.0,3.0
7068,KLIKOVAC Andrea,Montenegro,Handball,SAVIC Maja,Montenegro,Handball,Women,168,168,336,,,,,,
7069,KLIMKAIT Jessica,Canada,Judo,,,,,192,201,393,Canada,7.0,6.0,11.0,24.0,11.0
7070,KLIMOVA Diana,ROC,Cycling Track,,,,,90,99,189,ROC,20.0,28.0,23.0,71.0,3.0
7071,KLIMOVICH Tatsiana,Belarus,Rowing,,,,,257,265,522,Belarus,1.0,3.0,3.0,7.0,33.0
7072,KLINEMAN Alix,United States of America,Beach Volleyball,,,,,48,48,96,United States of America,39.0,41.0,33.0,113.0,1.0
7073,KLINGLER Petra,Switzerland,Sport Climbing,,,,,20,20,40,Switzerland,3.0,4.0,6.0,13.0,20.0
7074,KLISHINA Darya,ROC,Athletics,,,,,969,1072,2041,ROC,20.0,28.0,23.0,71.0,3.0
7075,KLIUKA Egor,ROC,Volleyball,BARYLA Pawel,ROC,Volleyball,,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
7076,KLIUKA Egor,ROC,Volleyball,BUSATO Sergio,ROC,Volleyball,Women,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
7077,KLIUKA Egor,ROC,Volleyball,KONSTANTINOV Aleksei,ROC,Volleyball,,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
7078,KLIUKA Egor,ROC,Volleyball,SAMMELVUO Tuomas,ROC,Volleyball,Men,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
7079,KLIUKA Egor,ROC,Volleyball,YURKIN Sergey,ROC,Volleyball,,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
7080,KLOSTER Line,Norway,Athletics,,,,,969,1072,2041,Norway,4.0,2.0,2.0,8.0,29.0
7081,KLOSTERHALFEN Konstanze,Germany,Athletics,,,,,969,1072,2041,Germany,10.0,11.0,16.0,37.0,8.0
7082,KLUGE Roger,Germany,Cycling Track,,,,,90,99,189,Germany,10.0,11.0,16.0,37.0,8.0
7083,KLUJBER Katrin Gitta,Hungary,Handball,ELEK Gabor,Hungary,Handball,Women,168,168,336,Hungary,6.0,7.0,7.0,20.0,13.0
7084,KLUJBER Katrin Gitta,Hungary,Handball,HOLANEK Zoltan,Hungary,Handball,,168,168,336,Hungary,6.0,7.0,7.0,20.0,13.0
7085,KLUVER FERREIRA Felipe,Uruguay,Rowing,,,,,257,265,522,,,,,,
7086,KLYMETS Iryna,Ukraine,Athletics,,,,,969,1072,2041,Ukraine,1.0,6.0,12.0,19.0,16.0
7087,KNAB Ruben,Netherlands,Rowing,,,,,257,265,522,Netherlands,10.0,12.0,14.0,36.0,9.0
7088,KNABL Alois,Austria,Triathlon,,,,,55,55,110,Austria,1.0,1.0,5.0,7.0,33.0
7089,KNAPIK-MIAZGA Renata,Poland,Fencing,,,,,107,108,215,Poland,4.0,5.0,5.0,14.0,19.0
7090,KNEISKY Morgan,France,Cycling Track,,,,,90,99,189,France,10.0,12.0,11.0,33.0,10.0
7091,KNEWSTUBB Andrew,New Zealand,Rugby Sevens,BUNTING Allan,New Zealand,Rugby Sevens,Women,146,151,297,New Zealand,7.0,6.0,7.0,20.0,13.0
7092,KNEWSTUBB Andrew,New Zealand,Rugby Sevens,LAIDLAW Clark,New Zealand,Rugby Sevens,Men,146,151,297,New Zealand,7.0,6.0,7.0,20.0,13.0
7093,KNIBB Taylor,United States of America,Triathlon,,,,,55,55,110,United States of America,39.0,41.0,33.0,113.0,1.0
7094,KNIGHT Jessie,Great Britain,Athletics,,,,,969,1072,2041,Great Britain,22.0,21.0,22.0,65.0,4.0
7095,KNIGHT Josie,Great Britain,Cycling Track,,,,,90,99,189,Great Britain,22.0,21.0,22.0,65.0,4.0
7096,KNIGHT Justyn,Canada,Athletics,,,,,969,1072,2041,Canada,7.0,6.0,11.0,24.0,11.0
7097,KNIGHT-WISDOM Yona,Jamaica,Diving,,,,,72,71,143,Jamaica,4.0,1.0,4.0,9.0,26.0
7098,KNIGHTON Erriyon,United States of America,Athletics,,,,,969,1072,2041,United States of America,39.0,41.0,33.0,113.0,1.0
7099,KNIPPING Arjan,Netherlands,Swimming,,,,,361,418,779,Netherlands,10.0,12.0,14.0,36.0,9.0
7100,KNOLL Anabel,Germany,Triathlon,,,,,55,55,110,Germany,10.0,11.0,16.0,37.0,8.0
7101,KNORR Juri,Germany,Handball,GISLASON Alfred,Germany,Handball,Men,168,168,336,Germany,10.0,11.0,16.0,37.0,8.0
7102,KNOTT Kristina Marie,Philippines,Athletics,,,,,969,1072,2041,Philippines,1.0,2.0,1.0,4.0,47.0
7103,KNOX Bronwen,Australia,Water Polo,FATOVIC Elvis,Australia,Water Polo,Men,122,146,268,Australia,17.0,7.0,22.0,46.0,6.0
7104,KNOX Bronwen,Australia,Water Polo,MIHAILOVIC Predrag,Australia,Water Polo,Women,122,146,268,Australia,17.0,7.0,22.0,46.0,6.0
7105,KNOX Finlay,Canada,Swimming,,,,,361,418,779,Canada,7.0,6.0,11.0,24.0,11.0
7106,KNUPPEL ARTAGAVEYTIA Dominique,Uruguay,Sailing,,,,,175,175,350,,,,,,
7107,KNYSTAUTAS Mantas,Lithuania,Wrestling,,,,,96,193,289,Lithuania,0.0,1.0,0.0,1.0,77.0
7108,KO Lydia,New Zealand,Golf,,,,,60,60,120,New Zealand,7.0,6.0,7.0,20.0,13.0
7109,KO Youngpyo,Republic of Korea,Baseball/Softball,CHOI Il Eon,Republic of Korea,Baseball/Softball,Baseball,90,144,234,Republic of Korea,6.0,4.0,10.0,20.0,13.0
7110,KOALA Marthe,Burkina Faso,Athletics,,,,,969,1072,2041,Burkina Faso,0.0,0.0,1.0,1.0,77.0
7111,KOBATA Mako,Japan,Volleyball,ABE Junya,Japan,Volleyball,,144,144,288,Japan,27.0,14.0,17.0,58.0,5.0
7112,KOBATA Mako,Japan,Volleyball,AGEBA Yuya,Japan,Volleyball,,144,144,288,Japan,27.0,14.0,17.0,58.0,5.0
7113,KOBATA Mako,Japan,Volleyball,NAGAE Shoji,Japan,Volleyball,,144,144,288,Japan,27.0,14.0,17.0,58.0,5.0
7114,KOBATA Mako,Japan,Volleyball,NAKADA Kumi,Japan,Volleyball,Women,144,144,288,Japan,27.0,14.0,17.0,58.0,5.0
7115,KOBATA Mako,Japan,Volleyball,NAKAGAICHI Yuichi,Japan,Volleyball,Men,144,144,288,Japan,27.0,14.0,17.0,58.0,5.0
7116,KOBAYASHI Kai,Japan,Athletics,,,,,969,1072,2041,Japan,27.0,14.0,17.0,58.0,5.0
7117,KOBAYASHI Yuka,Japan,Cycling Track,,,,,90,99,189,Japan,27.0,14.0,17.0,58.0,5.0
7118,KOBLOVA Valeria,ROC,Wrestling,,,,,96,193,289,ROC,20.0,28.0,23.0,71.0,3.0
7119,KOBORI Waka,Japan,Swimming,,,,,361,418,779,Japan,27.0,14.0,17.0,58.0,5.0
7120,KOBRICH Kristel,Chile,Swimming,,,,,361,418,779,,,,,,
7121,KOBUS-ZAWOJSKA Agnieszka,Poland,Rowing,,,,,257,265,522,Poland,4.0,5.0,5.0,14.0,19.0
7122,KOBZAR Igor,ROC,Volleyball,BARYLA Pawel,ROC,Volleyball,,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
7123,KOBZAR Igor,ROC,Volleyball,BUSATO Sergio,ROC,Volleyball,Women,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
7124,KOBZAR Igor,ROC,Volleyball,KONSTANTINOV Aleksei,ROC,Volleyball,,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
7125,KOBZAR Igor,ROC,Volleyball,SAMMELVUO Tuomas,ROC,Volleyball,Men,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
7126,KOBZAR Igor,ROC,Volleyball,YURKIN Sergey,ROC,Volleyball,,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
7127,KOCH Marc,Germany,Athletics,,,,,969,1072,2041,Germany,10.0,11.0,16.0,37.0,8.0
7128,KOCH Marco,Germany,Swimming,,,,,361,418,779,Germany,10.0,11.0,16.0,37.0,8.0
7129,KOCH Sophie Ulrike,Germany,Canoe Sprint,,,,,123,126,249,Germany,10.0,11.0,16.0,37.0,8.0
7130,KOCHANOWSKI Jakub,Poland,Volleyball,BANBULA Wojciech,Poland,Volleyball,,144,144,288,Poland,4.0,5.0,5.0,14.0,19.0
7131,KOCHANOWSKI Jakub,Poland,Volleyball,HEYNEN Vital,Poland,Volleyball,Men,144,144,288,Poland,4.0,5.0,5.0,14.0,19.0
7132,KOCHANOWSKI Jakub,Poland,Volleyball,WOICKI Pawel,Poland,Volleyball,,144,144,288,Poland,4.0,5.0,5.0,14.0,19.0
7133,KOCHER Fabienne,Switzerland,Judo,,,,,192,201,393,Switzerland,3.0,4.0,6.0,13.0,20.0
7134,KOCHESOK Susana,ROC,Trampoline Gymnastics,,,,,16,16,32,ROC,20.0,28.0,23.0,71.0,3.0
7135,KOCHHANN Raquel,Brazil,Rugby Sevens,BRODERICK William,Brazil,Rugby Sevens,Women,146,151,297,Brazil,7.0,6.0,8.0,21.0,12.0
7136,KOCHMAN Li,Israel,Judo,,,,,192,201,393,Israel,2.0,0.0,2.0,4.0,47.0
7137,KODAMA Mei,Japan,Athletics,,,,,969,1072,2041,Japan,27.0,14.0,17.0,58.0,5.0
7138,KODIROVA Raykhona,Uzbekistan,Boxing,,,,,102,187,289,Uzbekistan,3.0,0.0,2.0,5.0,42.0
7139,KODISANG Kobamelo,South Africa,Football,MAHLANGU Sibusiso,South Africa,Football,,264,344,608,South Africa,1.0,2.0,0.0,3.0,60.0
7140,KODISANG Kobamelo,South Africa,Football,MASHA Mario,South Africa,Football,,264,344,608,South Africa,1.0,2.0,0.0,3.0,60.0
7141,KODISANG Kobamelo,South Africa,Football,NCUBE Mthandazo,South Africa,Football,,264,344,608,South Africa,1.0,2.0,0.0,3.0,60.0
7142,KODISANG Kobamelo,South Africa,Football,NOTOANE David,South Africa,Football,Men,264,344,608,South Africa,1.0,2.0,0.0,3.0,60.0
7143,KOECH John,Bahrain,Athletics,,,,,969,1072,2041,Bahrain,0.0,1.0,0.0,1.0,77.0
7144,KOECHLIN Thomas,Switzerland,Canoe Slalom,,,,,41,41,82,Switzerland,3.0,4.0,6.0,13.0,20.0
7145,KOENDERS Joanne,Netherlands,Water Polo,HAVENGA Arno,Netherlands,Water Polo,Women,122,146,268,Netherlands,10.0,12.0,14.0,36.0,9.0
7146,KOEPFER Dominik,Germany,Tennis,,,,,94,97,191,Germany,10.0,11.0,16.0,37.0,8.0
7147,KOGA Sarina,Japan,Volleyball,ABE Junya,Japan,Volleyball,,144,144,288,Japan,27.0,14.0,17.0,58.0,5.0
7148,KOGA Sarina,Japan,Volleyball,AGEBA Yuya,Japan,Volleyball,,144,144,288,Japan,27.0,14.0,17.0,58.0,5.0
7149,KOGA Sarina,Japan,Volleyball,NAGAE Shoji,Japan,Volleyball,,144,144,288,Japan,27.0,14.0,17.0,58.0,5.0
7150,KOGA Sarina,Japan,Volleyball,NAKADA Kumi,Japan,Volleyball,Women,144,144,288,Japan,27.0,14.0,17.0,58.0,5.0
7151,KOGA Sarina,Japan,Volleyball,NAKAGAICHI Yuichi,Japan,Volleyball,Men,144,144,288,Japan,27.0,14.0,17.0,58.0,5.0
7152,KOGA Yuta,Japan,Athletics,,,,,969,1072,2041,Japan,27.0,14.0,17.0,58.0,5.0
7153,KOHLBACHER Jannik,Germany,Handball,GISLASON Alfred,Germany,Handball,Men,168,168,336,Germany,10.0,11.0,16.0,37.0,8.0
7154,KOHLER Kara,United States of America,Rowing,,,,,257,265,522,United States of America,39.0,41.0,33.0,113.0,1.0
7155,KOHLER Sarah,Germany,Swimming,,,,,361,418,779,Germany,10.0,11.0,16.0,37.0,8.0
7156,KOHLHOFF Paul,Germany,Sailing,,,,,175,175,350,Germany,10.0,11.0,16.0,37.0,8.0
7157,KOHLSCHREIBER Philipp,Germany,Tennis,,,,,94,97,191,Germany,10.0,11.0,16.0,37.0,8.0
7158,KOIDE Mifuyu,Japan,Rugby Sevens,IWABUCHI Kensuke,Japan,Rugby Sevens,Men,146,151,297,Japan,27.0,14.0,17.0,58.0,5.0
7159,KOIDE Mifuyu,Japan,Rugby Sevens,MAKIRI Hare,Japan,Rugby Sevens,Women,146,151,297,Japan,27.0,14.0,17.0,58.0,5.0
7160,KOIDE Mifuyu,Japan,Rugby Sevens,NISHIDA Takumi,Japan,Rugby Sevens,,146,151,297,Japan,27.0,14.0,17.0,58.0,5.0
7161,KOIDE Miku,Japan,Water Polo,MOTOMIYA Makihiro,Japan,Water Polo,Women,122,146,268,Japan,27.0,14.0,17.0,58.0,5.0
7162,KOIDE Miku,Japan,Water Polo,OMOTO Yoji,Japan,Water Polo,Men,122,146,268,Japan,27.0,14.0,17.0,58.0,5.0
7163,KOIKE Yuki,Japan,Athletics,,,,,969,1072,2041,Japan,27.0,14.0,17.0,58.0,5.0
7164,KOIZUMI Ibuki,Japan,Sailing,,,,,175,175,350,Japan,27.0,14.0,17.0,58.0,5.0
7165,KOJIC Frane Tomislav,Croatia,Table Tennis,,,,,86,86,172,Croatia,3.0,3.0,2.0,8.0,29.0
7166,KOK Tevin Michael,South Africa,Hockey,EWING Gareth,South Africa,Hockey,Men,192,192,384,South Africa,1.0,2.0,0.0,3.0,60.0
7167,KOK Tevin Michael,South Africa,Hockey,McCRORIE Christy,South Africa,Hockey,,192,192,384,South Africa,1.0,2.0,0.0,3.0,60.0
7168,KOK Tevin Michael,South Africa,Hockey,NAIDOO Taren,South Africa,Hockey,Women,192,192,384,South Africa,1.0,2.0,0.0,3.0,60.0
7169,KOK Tevin Michael,South Africa,Hockey,van GINKEL Robin,South Africa,Hockey,Women,192,192,384,South Africa,1.0,2.0,0.0,3.0,60.0
7170,KOK Tevin Michael,South Africa,Hockey,ZONDI Nkuliso,South Africa,Hockey,Women,192,192,384,South Africa,1.0,2.0,0.0,3.0,60.0
7171,KOKAURI Ushangi,Azerbaijan,Judo,,,,,192,201,393,Azerbaijan,0.0,3.0,4.0,7.0,33.0
7172,KOKHAN Mykhaylo,Ukraine,Athletics,,,,,969,1072,2041,Ukraine,1.0,6.0,12.0,19.0,16.0
7173,KOKKALANIS Byron,Greece,Sailing,,,,,175,175,350,Greece,2.0,1.0,1.0,4.0,47.0
7174,KOKUMAI Sakura,United States of America,Karate,,,,,40,42,82,United States of America,39.0,41.0,33.0,113.0,1.0
7175,KOLAK Sara,Croatia,Athletics,,,,,969,1072,2041,Croatia,3.0,3.0,2.0,8.0,29.0
7176,KOLASINAC Asmir,Serbia,Athletics,,,,,969,1072,2041,Serbia,3.0,1.0,5.0,9.0,26.0
7177,KOLESNICHENKO Svetlana,ROC,Artistic Swimming,DANCHENKO Tatiana,ROC,Artistic Swimming,Duet,105,0,105,ROC,20.0,28.0,23.0,71.0,3.0
7178,KOLESNICHENKO Svetlana,ROC,Artistic Swimming,GRYZUNOVA Elena,ROC,Artistic Swimming,Team,105,0,105,ROC,20.0,28.0,23.0,71.0,3.0
7179,KOLESNICHENKO Svetlana,ROC,Artistic Swimming,PISKAREVA Ekaterina,ROC,Artistic Swimming,,105,0,105,ROC,20.0,28.0,23.0,71.0,3.0
7180,KOLESNICHENKO Svetlana,ROC,Artistic Swimming,VORONOVA Elena,ROC,Artistic Swimming,Duet,105,0,105,ROC,20.0,28.0,23.0,71.0,3.0
7181,KOLESNIKOV Kliment,ROC,Swimming,,,,,361,418,779,ROC,20.0,28.0,23.0,71.0,3.0
7182,KOLIADENKO Iryna,Ukraine,Wrestling,,,,,96,193,289,Ukraine,1.0,6.0,12.0,19.0,16.0
7183,KOLJONEN Kalle,Finland,Badminton,,,,,86,87,173,Finland,0.0,0.0,2.0,2.0,66.0
7184,KOLO MUANI Randal,France,Football,RIPOLL Sylvain,France,Football,Men,264,344,608,France,10.0,12.0,11.0,33.0,10.0
7185,KOLOBOVA Violetta,ROC,Fencing,,,,,107,108,215,ROC,20.0,28.0,23.0,71.0,3.0
7186,KOLODIY Oleg,Ukraine,Diving,,,,,72,71,143,Ukraine,1.0,6.0,12.0,19.0,16.0
7187,KOLODZINSKI Pawel,Poland,Sailing,,,,,175,175,350,Poland,4.0,5.0,5.0,14.0,19.0
7188,KOLOMVOS Christodoulos,Greece,Water Polo,VLACHOS Theodoros,Greece,Water Polo,Men,122,146,268,Greece,2.0,1.0,1.0,4.0,47.0
7189,KOLOTHUM THODI Irfan,India,Athletics,,,,,969,1072,2041,India,1.0,2.0,4.0,7.0,33.0
7190,KOLOZSVARY Mark,United States of America,Baseball/Softball,BERG Laura,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
7191,KOLOZSVARY Mark,United States of America,Baseball/Softball,DOBSON Howard,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
7192,KOLOZSVARY Mark,United States of America,Baseball/Softball,ERIKSEN Ken,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
7193,KOLOZSVARY Mark,United States of America,Baseball/Softball,FLOWERS Tairia,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
7194,KOLOZSVARY Mark,United States of America,Baseball/Softball,TARR Heather,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
7195,KOLOZSVARY Mark,United States of America,Baseball/Softball,WEINSTEIN Jerry,United States of America,Baseball/Softball,Baseball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
7196,HMANGTE Chungneijang Mery Kom,India,Boxing,,,,,102,187,289,India,1.0,2.0,4.0,7.0,33.0
7197,KOMINAMI Takuto,Japan,Athletics,,,,,969,1072,2041,Japan,27.0,14.0,17.0,58.0,5.0
7198,KOMISSAROV Sergei,ROC,Sailing,,,,,175,175,350,ROC,20.0,28.0,23.0,71.0,3.0
7199,KONANYKHINA Anna,ROC,Diving,,,,,72,71,143,ROC,20.0,28.0,23.0,71.0,3.0
7200,KONDIROLLI Olt,Kosovo,Swimming,,,,,361,418,779,Kosovo,2.0,0.0,0.0,2.0,66.0
7201,KONDO Maharu,Japan,Handball,KIRKELY Ulrik,Japan,Handball,Women,168,168,336,Japan,27.0,14.0,17.0,58.0,5.0
7202,KONDO Maharu,Japan,Handball,KITABAYASHI Kenji,Japan,Handball,,168,168,336,Japan,27.0,14.0,17.0,58.0,5.0
7203,KONDO Maharu,Japan,Handball,SIGURDSSON Dagur,Japan,Handball,Men,168,168,336,Japan,27.0,14.0,17.0,58.0,5.0
7204,KONDO YOSHIDA Ai,Japan,Sailing,,,,,175,175,350,Japan,27.0,14.0,17.0,58.0,5.0
7205,KONDOH Kensuke,Japan,Baseball/Softball,CASAREZ Mary Lucy,Japan,Baseball/Softball,Softball,90,144,234,Japan,27.0,14.0,17.0,58.0,5.0
7206,KONDOH Kensuke,Japan,Baseball/Softball,KANEKO Makoto,Japan,Baseball/Softball,Baseball,90,144,234,Japan,27.0,14.0,17.0,58.0,5.0
7207,KONDOH Kensuke,Japan,Baseball/Softball,UTSUGI Reika,Japan,Baseball/Softball,Softball,90,144,234,Japan,27.0,14.0,17.0,58.0,5.0
7208,KONDOH Kensuke,Japan,Baseball/Softball,YAMAJI Noriko,Japan,Baseball/Softball,Softball,90,144,234,Japan,27.0,14.0,17.0,58.0,5.0
7209,KONDRATEV Ilya,ROC,Rowing,,,,,257,265,522,ROC,20.0,28.0,23.0,71.0,3.0
7210,KONDRICZ Kata,Hungary,Fencing,,,,,107,108,215,Hungary,6.0,7.0,7.0,20.0,13.0
7211,KONG Heeyong,Republic of Korea,Badminton,,,,,86,87,173,Republic of Korea,6.0,4.0,10.0,20.0,13.0
7212,KONG Man Wai Vivian,"Hong Kong, China",Fencing,,,,,107,108,215,"Hong Kong, China",1.0,2.0,3.0,6.0,39.0
7213,KONIECZEK Alicja,Poland,Athletics,,,,,969,1072,2041,Poland,4.0,5.0,5.0,14.0,19.0
7214,KONIECZEK Aneta,Poland,Athletics,,,,,969,1072,2041,Poland,4.0,5.0,5.0,14.0,19.0
7215,KONING Josine,Netherlands,Hockey,ANNAN Alyson,Netherlands,Hockey,Women,192,192,384,Netherlands,10.0,12.0,14.0,36.0,9.0
7216,KONING Josine,Netherlands,Hockey,CALDAS Max,Netherlands,Hockey,Men,192,192,384,Netherlands,10.0,12.0,14.0,36.0,9.0
7217,KONING Josine,Netherlands,Hockey,de VOS Robbert-Jan,Netherlands,Hockey,,192,192,384,Netherlands,10.0,12.0,14.0,36.0,9.0
7218,KONING Josine,Netherlands,Hockey,HALKETT Rhett,Netherlands,Hockey,,192,192,384,Netherlands,10.0,12.0,14.0,36.0,9.0
7219,KONING Josine,Netherlands,Hockey,ZIJP Simon,Netherlands,Hockey,,192,192,384,Netherlands,10.0,12.0,14.0,36.0,9.0
7220,KONISHI Anna,Japan,Swimming,,,,,361,418,779,Japan,27.0,14.0,17.0,58.0,5.0
7221,KONNAI Mitsunori,Japan,Weightlifting,,,,,98,99,197,Japan,27.0,14.0,17.0,58.0,5.0
7222,KONONENKO Valeriya,Ukraine,Cycling Road,,,,,70,131,201,Ukraine,1.0,6.0,12.0,19.0,16.0
7223,KONOTOP Kamila,Ukraine,Weightlifting,,,,,98,99,197,Ukraine,1.0,6.0,12.0,19.0,16.0
7224,KONRAD Patrick,Austria,Cycling Road,,,,,70,131,201,Austria,1.0,1.0,5.0,7.0,33.0
7225,KONTAVEIT Anett,Estonia,Tennis,,,,,94,97,191,Estonia,1.0,0.0,1.0,2.0,66.0
7226,KONTIDES Pavlos,Cyprus,Sailing,,,,,175,175,350,,,,,,
7227,KOOLEN Sanne Anne Leonie,Netherlands,Hockey,ANNAN Alyson,Netherlands,Hockey,Women,192,192,384,Netherlands,10.0,12.0,14.0,36.0,9.0
7228,KOOLEN Sanne Anne Leonie,Netherlands,Hockey,CALDAS Max,Netherlands,Hockey,Men,192,192,384,Netherlands,10.0,12.0,14.0,36.0,9.0
7229,KOOLEN Sanne Anne Leonie,Netherlands,Hockey,de VOS Robbert-Jan,Netherlands,Hockey,,192,192,384,Netherlands,10.0,12.0,14.0,36.0,9.0
7230,KOOLEN Sanne Anne Leonie,Netherlands,Hockey,HALKETT Rhett,Netherlands,Hockey,,192,192,384,Netherlands,10.0,12.0,14.0,36.0,9.0
7231,KOOLEN Sanne Anne Leonie,Netherlands,Hockey,ZIJP Simon,Netherlands,Hockey,,192,192,384,Netherlands,10.0,12.0,14.0,36.0,9.0
7232,KOOLHAAS Ilse,Netherlands,Water Polo,HAVENGA Arno,Netherlands,Water Polo,Women,122,146,268,Netherlands,10.0,12.0,14.0,36.0,9.0
7233,KOOLHOF Wesley,Netherlands,Tennis,,,,,94,97,191,Netherlands,10.0,12.0,14.0,36.0,9.0
7234,KOP Lize,Netherlands,Football,WIEGMAN Sarina,Netherlands,Football,Women,264,344,608,Netherlands,10.0,12.0,14.0,36.0,9.0
7235,KOPASZ Balint,Hungary,Canoe Sprint,,,,,123,126,249,Hungary,6.0,7.0,7.0,20.0,13.0
7236,KOPECKY Lotte,Belgium,Cycling Road,,,,,70,131,201,Belgium,3.0,1.0,3.0,7.0,33.0
7237,KOPECKY Lotte,Belgium,Cycling Track,,,,,90,99,189,Belgium,3.0,1.0,3.0,7.0,33.0
7238,KOPP Leo,Germany,Athletics,,,,,969,1072,2041,Germany,10.0,11.0,16.0,37.0,8.0
7239,KOPPELAAR Rutger,Netherlands,Athletics,,,,,969,1072,2041,Netherlands,10.0,12.0,14.0,36.0,9.0
