,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_DISCIPLINE,COACH_NAME,COACH_COUNTRY,COACH_DISCIPLINE,COACH_EVENT,FEMALE_ENTRIES,MALE_ENTRIES,TOTAL_ENTRIES,TEAM_COUNTRY,GOLD_MEDALS,SILVER_MEDALS,BRONZE_MEDALS,TOTAL_MEDALS,RANK_BY_TOTAL
3913,FARRIOL Bianca,Argentina,Volleyball,FERRARO Hernan,Argentina,Volleyball,Women,144,144,288,Argentina,0.0,1.0,2.0,3.0,60.0
3914,FARRIOL Bianca,Argentina,Volleyball,MENDEZ Marcelo Rodolfo,Argentina,Volleyball,Men,144,144,288,Argentina,0.0,1.0,2.0,3.0,60.0
3915,FARRIOL Bianca,Argentina,Volleyball,RODRIGUEZ Eduardo Rafael,Argentina,Volleyball,,144,144,288,Argentina,0.0,1.0,2.0,3.0,60.0
3916,FARRIOL Bianca,Argentina,Volleyball,WOELFLIN Roberto Osvaldo,Argentina,Volleyball,,144,144,288,Argentina,0.0,1.0,2.0,3.0,60.0
3917,FARZALIYEV Firdovsi,Azerbaijan,Karate,,,,,40,42,82,Azerbaijan,0.0,3.0,4.0,7.0,33.0
3918,FARZANEH Fasihi,Islamic Republic of Iran,Athletics,,,,,969,1072,2041,Islamic Republic of Iran,3.0,2.0,2.0,7.0,33.0
3919,FASSI Maria,Mexico,Golf,,,,,60,60,120,Mexico,0.0,0.0,4.0,4.0,47.0
3920,FAST Emelie,Sweden,Swimming,,,,,361,418,779,Sweden,3.0,6.0,0.0,9.0,26.0
3921,FATIYEV Murad,Azerbaijan,Judo,,,,,192,201,393,Azerbaijan,0.0,3.0,4.0,7.0,33.0
3922,FATOVIC Loren,Croatia,Water Polo,TUCAK Ivica,Croatia,Water Polo,Men,122,146,268,Croatia,3.0,3.0,2.0,8.0,29.0
3923,FATTAL Rachel,United States of America,Water Polo,KRIKORIAN Adam,United States of America,Water Polo,Women,122,146,268,United States of America,39.0,41.0,33.0,113.0,1.0
3924,FATTAL Rachel,United States of America,Water Polo,UDOVICIC Dejan,United States of America,Water Polo,Men,122,146,268,United States of America,39.0,41.0,33.0,113.0,1.0
3925,FATTOUH Mahassen Ha,Lebanon,Weightlifting,,,,,98,99,197,,,,,,
3926,FAUTHOUX Marine,France,Basketball,COLLET Vincent,France,Basketball,Men,144,144,288,France,10.0,12.0,11.0,33.0,10.0
3927,FAUTHOUX Marine,France,Basketball,FOIREST Laurent,France,Basketball,,144,144,288,France,10.0,12.0,11.0,33.0,10.0
3928,FAUTHOUX Marine,France,Basketball,GARNIER Valerie,France,Basketball,Women,144,144,288,France,10.0,12.0,11.0,33.0,10.0
3929,FAUTHOUX Marine,France,Basketball,MEZIANE Rachid,France,Basketball,,144,144,288,France,10.0,12.0,11.0,33.0,10.0
3930,FAYOLA HURTADO Ronald Daniel,Venezuela,Volleyball,MANZANILLO Andres,Venezuela,Volleyball,,144,144,288,Venezuela,1.0,3.0,0.0,4.0,47.0
3931,FAYOLA HURTADO Ronald Daniel,Venezuela,Volleyball,PANTOJA Hernan,Venezuela,Volleyball,,144,144,288,Venezuela,1.0,3.0,0.0,4.0,47.0
3932,FAYOLA HURTADO Ronald Daniel,Venezuela,Volleyball,SARTI Ronald,Venezuela,Volleyball,Men,144,144,288,Venezuela,1.0,3.0,0.0,4.0,47.0
3933,FAYOLA HURTADO Ronald Daniel,Venezuela,Volleyball,VILLEGAS Orlando,Venezuela,Volleyball,,144,144,288,Venezuela,1.0,3.0,0.0,4.0,47.0
3934,FAYZULLAEVA Kumushkhon,Uzbekistan,Weightlifting,,,,,98,99,197,Uzbekistan,3.0,0.0,2.0,5.0,42.0
3935,FEDARENKA Ilya,Belarus,Canoe Sprint,,,,,123,126,249,Belarus,1.0,3.0,3.0,7.0,33.0
3936,FEDERICO Ivan,Italy,Skateboarding,,,,,40,40,80,Italy,10.0,10.0,20.0,40.0,7.0
3937,FEDEROWICZ Tim,United States of America,Baseball/Softball,BERG Laura,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
3938,FEDEROWICZ Tim,United States of America,Baseball/Softball,DOBSON Howard,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
3939,FEDEROWICZ Tim,United States of America,Baseball/Softball,ERIKSEN Ken,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
3940,FEDEROWICZ Tim,United States of America,Baseball/Softball,FLOWERS Tairia,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
3941,FEDEROWICZ Tim,United States of America,Baseball/Softball,TARR Heather,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
3942,FEDEROWICZ Tim,United States of America,Baseball/Softball,WEINSTEIN Jerry,United States of America,Baseball/Softball,Baseball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
3943,FEDOROVTSEVA Arina,ROC,Volleyball,BARYLA Pawel,ROC,Volleyball,,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
3944,FEDOROVTSEVA Arina,ROC,Volleyball,BUSATO Sergio,ROC,Volleyball,Women,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
3945,FEDOROVTSEVA Arina,ROC,Volleyball,KONSTANTINOV Aleksei,ROC,Volleyball,,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
3946,FEDOROVTSEVA Arina,ROC,Volleyball,SAMMELVUO Tuomas,ROC,Volleyball,Men,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
3947,FEDOROVTSEVA Arina,ROC,Volleyball,YURKIN Sergey,ROC,Volleyball,,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
3948,FEDOTOVA Anastasia,ROC,Water Polo,GAIDUKOV Aleksandr,ROC,Water Polo,Women,122,146,268,ROC,20.0,28.0,23.0,71.0,3.0
3949,FEELEY Camilla,United States of America,Rhythmic Gymnastics,,,,,96,0,96,United States of America,39.0,41.0,33.0,113.0,1.0
3950,FEGERL Stefan,Austria,Table Tennis,,,,,86,86,172,Austria,1.0,1.0,5.0,7.0,33.0
3951,FEIGE Saskia,Germany,Athletics,,,,,969,1072,2041,Germany,10.0,11.0,16.0,37.0,8.0
3952,FEJES Daniel,Hungary,Canoe Sprint,,,,,123,126,249,Hungary,6.0,7.0,7.0,20.0,13.0
3953,FELIPE Gustavo,Brazil,Skateboarding,,,,,40,40,80,Brazil,7.0,6.0,8.0,21.0,12.0
3954,FELIX Allyson,United States of America,Athletics,,,,,969,1072,2041,United States of America,39.0,41.0,33.0,113.0,1.0
3955,FELIX Delron,Grenada,Swimming,,,,,361,418,779,Grenada,0.0,0.0,1.0,1.0,77.0
3956,FELIZ Lidio Andres,Dominican Republic,Athletics,,,,,969,1072,2041,Dominican Republic,0.0,3.0,2.0,5.0,42.0
3957,FENG Bin,People's Republic of China,Athletics,,,,,969,1072,2041,People's Republic of China,38.0,32.0,18.0,88.0,2.0
3958,FENG Chun Kai,Chinese Taipei,Cycling Road,,,,,70,131,201,Chinese Taipei,2.0,4.0,6.0,12.0,22.0
3959,FENG Shanshan,People's Republic of China,Golf,,,,,60,60,120,People's Republic of China,38.0,32.0,18.0,88.0,2.0
3960,FENG Tianwei,Singapore,Table Tennis,,,,,86,86,172,,,,,,
3961,FENG Yu,People's Republic of China,Artistic Swimming,WANG Jie,People's Republic of China,Artistic Swimming,Duet,105,0,105,People's Republic of China,38.0,32.0,18.0,88.0,2.0
3962,FENG Yu,People's Republic of China,Artistic Swimming,WANG Jie,People's Republic of China,Artistic Swimming,Team,105,0,105,People's Republic of China,38.0,32.0,18.0,88.0,2.0
3963,FENG Yu,People's Republic of China,Artistic Swimming,ZHANG Xiaohuan,People's Republic of China,Artistic Swimming,,105,0,105,People's Republic of China,38.0,32.0,18.0,88.0,2.0
3964,FERACCI Alexandra,France,Karate,,,,,40,42,82,France,10.0,12.0,11.0,33.0,10.0
3965,FERGUSON Kord,United States of America,Athletics,,,,,969,1072,2041,United States of America,39.0,41.0,33.0,113.0,1.0
3966,FERGUSSON Robbie,Great Britain,Rugby Sevens,FORREST Scott,Great Britain,Rugby Sevens,Women,146,151,297,Great Britain,22.0,21.0,22.0,65.0,4.0
3967,FERGUSSON Robbie,Great Britain,Rugby Sevens,ROQUES Anthony,Great Britain,Rugby Sevens,Men,146,151,297,Great Britain,22.0,21.0,22.0,65.0,4.0
3968,FERJANI Fares,Tunisia,Fencing,,,,,107,108,215,Tunisia,1.0,1.0,0.0,2.0,66.0
3969,FERLIC Mason,United States of America,Athletics,,,,,969,1072,2041,United States of America,39.0,41.0,33.0,113.0,1.0
3970,FERNANDES dos RAMOS Roque,Sao Tome and Principe,Canoe Sprint,,,,,123,126,249,,,,,,
3971,FERNANDEZ Alberto,Spain,Shooting,,,,,178,178,356,Spain,3.0,8.0,6.0,17.0,17.0
3972,FERNANDEZ Alvaro,Spain,Football,AMO AGUADO Pablo,Spain,Football,,264,344,608,Spain,3.0,8.0,6.0,17.0,17.0
3973,FERNANDEZ Alvaro,Spain,Football,de la FUENTE CASTILLO Luis,Spain,Football,Men,264,344,608,Spain,3.0,8.0,6.0,17.0,17.0
3974,FERNANDEZ Alvaro,Spain,Football,GORDO MANSILLA Juan David,Spain,Football,,264,344,608,Spain,3.0,8.0,6.0,17.0,17.0
3975,FERNANDEZ Alvaro,Spain,Football,GUERRERO LOPEZ Julen,Spain,Football,,264,344,608,Spain,3.0,8.0,6.0,17.0,17.0
3976,FERNANDEZ Charles,Guatemala,Modern Pentathlon,,,,,36,36,72,,,,,,
3977,FERNANDEZ Federico Gaston,Argentina,Handball,CADENAS MONTANES Manuel,Argentina,Handball,Men,168,168,336,Argentina,0.0,1.0,2.0,3.0,60.0
3978,FERNANDEZ FRAGA Alicia,Spain,Handball,RIBERA ROMANS Jordi,Spain,Handball,Men,168,168,336,Spain,3.0,8.0,6.0,17.0,17.0
3979,FERNANDEZ FRAGA Alicia,Spain,Handball,VIVER ARZA Carlos Enrique,Spain,Handball,Women,168,168,336,Spain,3.0,8.0,6.0,17.0,17.0
3980,FERNANDEZ Leylah Annie,Canada,Tennis,,,,,94,97,191,Canada,7.0,6.0,11.0,24.0,11.0
3981,FERNANDEZ MIRANDA Francisco,Spain,Water Polo,MARTIN LOZANO David,Spain,Water Polo,Men,122,146,268,Spain,3.0,8.0,6.0,17.0,17.0
3982,FERNANDEZ MIRANDA Francisco,Spain,Water Polo,OCA GAIA Miguel Angel,Spain,Water Polo,Women,122,146,268,Spain,3.0,8.0,6.0,17.0,17.0
3983,FERNANDEZ Maria Pia,Uruguay,Athletics,,,,,969,1072,2041,,,,,,
3984,FERNANDEZ PEREZ Angel,Spain,Handball,RIBERA ROMANS Jordi,Spain,Handball,Men,168,168,336,Spain,3.0,8.0,6.0,17.0,17.0
3985,FERNANDEZ PEREZ Angel,Spain,Handball,VIVER ARZA Carlos Enrique,Spain,Handball,Women,168,168,336,Spain,3.0,8.0,6.0,17.0,17.0
3986,FERNANDEZ Rudy,Spain,Basketball,ALLER CARBALLO Manuel Angel,Spain,Basketball,,144,144,288,Spain,3.0,8.0,6.0,17.0,17.0
3987,FERNANDEZ Rudy,Spain,Basketball,DIAZ FERNANDEZ Jenaro Manuel,Spain,Basketball,,144,144,288,Spain,3.0,8.0,6.0,17.0,17.0
3988,FERNANDEZ Rudy,Spain,Basketball,GONZALEZ JARENO Angel,Spain,Basketball,,144,144,288,Spain,3.0,8.0,6.0,17.0,17.0
3989,FERNANDEZ Rudy,Spain,Basketball,HERNANDEZ FRAILE Jose Ignacio,Spain,Basketball,,144,144,288,Spain,3.0,8.0,6.0,17.0,17.0
3990,FERNANDEZ Rudy,Spain,Basketball,LAZARO CORRAL Jesus,Spain,Basketball,,144,144,288,Spain,3.0,8.0,6.0,17.0,17.0
3991,FERNANDEZ Rudy,Spain,Basketball,MIRET GARCIA Daniel,Spain,Basketball,,144,144,288,Spain,3.0,8.0,6.0,17.0,17.0
3992,FERNANDEZ Rudy,Spain,Basketball,MONDELO GARCIA Lucas,Spain,Basketball,Women,144,144,288,Spain,3.0,8.0,6.0,17.0,17.0
3993,FERNANDEZ Rudy,Spain,Basketball,PRADO BRANAS Joaquin,Spain,Basketball,,144,144,288,Spain,3.0,8.0,6.0,17.0,17.0
3994,FERNANDEZ Rudy,Spain,Basketball,SCARIOLO Sergio,Spain,Basketball,Men,144,144,288,Spain,3.0,8.0,6.0,17.0,17.0
3995,FERNANDEZ Rudy,Spain,Basketball,ZAMORA PEDREIRA Javier,Spain,Basketball,,144,144,288,Spain,3.0,8.0,6.0,17.0,17.0
3996,FERNANDEZ Sergio,Spain,Athletics,,,,,969,1072,2041,Spain,3.0,8.0,6.0,17.0,17.0
3997,FERNANDEZ STEINER Liliana,Spain,Beach Volleyball,,,,,48,48,96,Spain,3.0,8.0,6.0,17.0,17.0
3998,FERNON Edward,Australia,Modern Pentathlon,,,,,36,36,72,Australia,17.0,7.0,22.0,46.0,6.0
3999,FERRAND PREVOT Pauline,France,Cycling Mountain Bike,,,,,38,38,76,France,10.0,12.0,11.0,33.0,10.0
4000,FERRARI Vanessa,Italy,Artistic Gymnastics,,,,,98,98,196,Italy,10.0,10.0,20.0,40.0,7.0
4001,FERRAZ Joao,Portugal,Handball,PEREIRA Paulo Jorge,Portugal,Handball,Men,168,168,336,Portugal,1.0,1.0,2.0,4.0,47.0
4002,FERREIRA Beatriz,Brazil,Boxing,,,,,102,187,289,Brazil,7.0,6.0,8.0,21.0,12.0
4003,FERREIRA Fernando,Brazil,Athletics,,,,,969,1072,2041,Brazil,7.0,6.0,8.0,21.0,12.0
4004,FERREIRA Italo,Brazil,Surfing,,,,,20,20,40,Brazil,7.0,6.0,8.0,21.0,12.0
4005,FERRER E SILVA Laila,Brazil,Athletics,,,,,969,1072,2041,Brazil,7.0,6.0,8.0,21.0,12.0
4006,FERRER-SALAT Beatriz,Spain,Equestrian,,,,,73,125,198,Spain,3.0,8.0,6.0,17.0,17.0
4007,FERRERAS SANZ Berta,Spain,Artistic Swimming,DIDENKO Natalia,Spain,Artistic Swimming,,105,0,105,Spain,3.0,8.0,6.0,17.0,17.0
4008,FERRERAS SANZ Berta,Spain,Artistic Swimming,FUJIKI Mayuko,Spain,Artistic Swimming,Duet,105,0,105,Spain,3.0,8.0,6.0,17.0,17.0
4009,FERRERAS SANZ Berta,Spain,Artistic Swimming,FUJIKI Mayuko,Spain,Artistic Swimming,Team,105,0,105,Spain,3.0,8.0,6.0,17.0,17.0
4010,FERRERAS SANZ Berta,Spain,Artistic Swimming,JIMENEZ NIETO Cecilia,Spain,Artistic Swimming,,105,0,105,Spain,3.0,8.0,6.0,17.0,17.0
4011,FERRERAS SANZ Berta,Spain,Artistic Swimming,MENGUAL CIVIL Gemma,Spain,Artistic Swimming,,105,0,105,Spain,3.0,8.0,6.0,17.0,17.0
4012,FERRERAS SANZ Berta,Spain,Artistic Swimming,REQUENA PERICAS Judit,Spain,Artistic Swimming,Duet,105,0,105,Spain,3.0,8.0,6.0,17.0,17.0
4013,FERRERAS SANZ Berta,Spain,Artistic Swimming,REQUENA PERICAS Judit,Spain,Artistic Swimming,Team,105,0,105,Spain,3.0,8.0,6.0,17.0,17.0
4014,FERRERAS SANZ Berta,Spain,Artistic Swimming,VEGA HERRERO Anna,Spain,Artistic Swimming,,105,0,105,Spain,3.0,8.0,6.0,17.0,17.0
4015,FERRO Costanza,Italy,Artistic Swimming,BURLANDO Giovanna,Italy,Artistic Swimming,,105,0,105,Italy,10.0,10.0,20.0,40.0,7.0
4016,FERRO Costanza,Italy,Artistic Swimming,FARINELLI Roberta,Italy,Artistic Swimming,Duet,105,0,105,Italy,10.0,10.0,20.0,40.0,7.0
4017,FERRO Costanza,Italy,Artistic Swimming,FARINELLI Roberta,Italy,Artistic Swimming,Team,105,0,105,Italy,10.0,10.0,20.0,40.0,7.0
4018,FERRO Costanza,Italy,Artistic Swimming,GIALLOMBARDO Patrizia,Italy,Artistic Swimming,Duet,105,0,105,Italy,10.0,10.0,20.0,40.0,7.0
4019,FERRO Costanza,Italy,Artistic Swimming,GIALLOMBARDO Patrizia,Italy,Artistic Swimming,Team,105,0,105,Italy,10.0,10.0,20.0,40.0,7.0
4020,FERRO Costanza,Italy,Artistic Swimming,PIBIRI Rossella,Italy,Artistic Swimming,,105,0,105,Italy,10.0,10.0,20.0,40.0,7.0
4021,FERRO Costanza,Italy,Artistic Swimming,TOMOMATSU Yumiko,Italy,Artistic Swimming,,105,0,105,Italy,10.0,10.0,20.0,40.0,7.0
4022,FERRO Fiona,France,Tennis,,,,,94,97,191,France,10.0,12.0,11.0,33.0,10.0
4023,FESIKOVA Anastasiia,ROC,Swimming,,,,,361,418,779,ROC,20.0,28.0,23.0,71.0,3.0
4024,FETISOVA Irina,ROC,Volleyball,BARYLA Pawel,ROC,Volleyball,,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
4025,FETISOVA Irina,ROC,Volleyball,BUSATO Sergio,ROC,Volleyball,Women,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
4026,FETISOVA Irina,ROC,Volleyball,KONSTANTINOV Aleksei,ROC,Volleyball,,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
4027,FETISOVA Irina,ROC,Volleyball,SAMMELVUO Tuomas,ROC,Volleyball,Men,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
4028,FETISOVA Irina,ROC,Volleyball,YURKIN Sergey,ROC,Volleyball,,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
4029,FEUILLET Remi,Mauritius,Judo,,,,,192,201,393,,,,,,
4030,FIAMINGO Rossella,Italy,Fencing,,,,,107,108,215,Italy,10.0,10.0,20.0,40.0,7.0
4031,FICHERA Marco,Italy,Fencing,,,,,107,108,215,Italy,10.0,10.0,20.0,40.0,7.0
4032,FICHMAN Sharon,Canada,Tennis,,,,,94,97,191,Canada,7.0,6.0,11.0,24.0,11.0
4033,FIDANZA Martina,Italy,Cycling Track,,,,,90,99,189,Italy,10.0,10.0,20.0,40.0,7.0
4034,FIEDINA Marta,Ukraine,Artistic Swimming,FEDIUSHYNA Tetiana,Ukraine,Artistic Swimming,,105,0,105,Ukraine,1.0,6.0,12.0,19.0,16.0
4035,FIEDINA Marta,Ukraine,Artistic Swimming,MEZHENINA Valeriia,Ukraine,Artistic Swimming,Team,105,0,105,Ukraine,1.0,6.0,12.0,19.0,16.0
4036,FIEDINA Marta,Ukraine,Artistic Swimming,UTKIN Volodymyr,Ukraine,Artistic Swimming,,105,0,105,Ukraine,1.0,6.0,12.0,19.0,16.0
4037,FIEDINA Marta,Ukraine,Artistic Swimming,ZAITSEVA Olesia,Ukraine,Artistic Swimming,Duet,105,0,105,Ukraine,1.0,6.0,12.0,19.0,16.0
4038,FIELDMAN Henry,Great Britain,Rowing,,,,,257,265,522,Great Britain,22.0,21.0,22.0,65.0,4.0
4039,FIELDS Nirra,Canada,Basketball,THOMAIDIS Lisa,Canada,Basketball,Women,144,144,288,Canada,7.0,6.0,11.0,24.0,11.0
4040,FIGARI Niccolo,Italy,Water Polo,CAMPAGNA Alessandro,Italy,Water Polo,Men,122,146,268,Italy,10.0,10.0,20.0,40.0,7.0
4041,FIGLIOLI Pietro,Italy,Water Polo,CAMPAGNA Alessandro,Italy,Water Polo,Men,122,146,268,Italy,10.0,10.0,20.0,40.0,7.0
4042,FIGUERAS TREJO Adrian,Spain,Handball,RIBERA ROMANS Jordi,Spain,Handball,Men,168,168,336,Spain,3.0,8.0,6.0,17.0,17.0
4043,FIGUERAS TREJO Adrian,Spain,Handball,VIVER ARZA Carlos Enrique,Spain,Handball,Women,168,168,336,Spain,3.0,8.0,6.0,17.0,17.0
4044,FIGUEREDO PEREIRA Kawan,Brazil,Diving,,,,,72,71,143,Brazil,7.0,6.0,8.0,21.0,12.0
4045,FIGUEROA Julia,Spain,Judo,,,,,192,201,393,Spain,3.0,8.0,6.0,17.0,17.0
4046,FIGUEROA ROLDAN Yusleidy Mariana,Venezuela,Weightlifting,,,,,98,99,197,Venezuela,1.0,3.0,0.0,4.0,47.0
4047,FIGUEROA SUAREZ Enrique,Puerto Rico,Sailing,,,,,175,175,350,Puerto Rico,1.0,0.0,0.0,1.0,77.0
4048,FIJALEK Grzegorz,Poland,Beach Volleyball,,,,,48,48,96,Poland,4.0,5.0,5.0,14.0,19.0
4049,FIKADU Dawit,Bahrain,Athletics,,,,,969,1072,2041,Bahrain,0.0,1.0,0.0,1.0,77.0
4050,FILIA Eric,United States of America,Baseball/Softball,BERG Laura,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
4051,FILIA Eric,United States of America,Baseball/Softball,DOBSON Howard,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
4052,FILIA Eric,United States of America,Baseball/Softball,ERIKSEN Ken,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
4053,FILIA Eric,United States of America,Baseball/Softball,FLOWERS Tairia,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
4054,FILIA Eric,United States of America,Baseball/Softball,TARR Heather,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
4055,FILIA Eric,United States of America,Baseball/Softball,WEINSTEIN Jerry,United States of America,Baseball/Softball,Baseball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
4056,FILIP Ana Maria,France,3x3 Basketball,,,,,32,32,64,France,10.0,12.0,11.0,33.0,10.0
4057,FILIPOVIC Filip,Serbia,Water Polo,SAVIC Dejan,Serbia,Water Polo,Men,122,146,268,Serbia,3.0,1.0,5.0,9.0,26.0
4058,FILIPPI Marcella,Italy,3x3 Basketball,,,,,32,32,64,Italy,10.0,10.0,20.0,40.0,7.0
4059,FILIPPIDIS Konstantinos,Greece,Athletics,,,,,969,1072,2041,Greece,2.0,1.0,1.0,4.0,47.0
4060,FILLER Andrea,Italy,Baseball/Softball,PALERMI Giovanna,Italy,Baseball/Softball,Softball,90,144,234,Italy,10.0,10.0,20.0,40.0,7.0
4061,FILLER Andrea,Italy,Baseball/Softball,PIZZOLINI Federico,Italy,Baseball/Softball,Softball,90,144,234,Italy,10.0,10.0,20.0,40.0,7.0
4062,FILMER Caileigh,Canada,Rowing,,,,,257,265,522,Canada,7.0,6.0,11.0,24.0,11.0
4063,FILTISIKOU Kiriaki,Greece,Athletics,,,,,969,1072,2041,Greece,2.0,1.0,1.0,4.0,47.0
4064,FILZMOSER Sabrina,Austria,Judo,,,,,192,201,393,Austria,1.0,1.0,5.0,7.0,33.0
4065,FINESSE Nantenaina,Seychelles,Judo,,,,,192,201,393,,,,,,
4066,FINK Nic,United States of America,Swimming,,,,,361,418,779,United States of America,39.0,41.0,33.0,113.0,1.0
4067,FINKE Robert,United States of America,Swimming,,,,,361,418,779,United States of America,39.0,41.0,33.0,113.0,1.0
4068,FINLEY Mason,United States of America,Athletics,,,,,969,1072,2041,United States of America,39.0,41.0,33.0,113.0,1.0
4069,FINN Michelle,Ireland,Athletics,,,,,969,1072,2041,Ireland,2.0,0.0,2.0,4.0,47.0
4070,FINOL RIVAS Yoel,Venezuela,Boxing,,,,,102,187,289,Venezuela,1.0,3.0,0.0,4.0,47.0
4071,FIODOROW Joanna,Poland,Athletics,,,,,969,1072,2041,Poland,4.0,5.0,5.0,14.0,19.0
4072,FIOLA-DION Camille,Canada,Artistic Swimming,DORE Karine,Canada,Artistic Swimming,,105,0,105,Canada,7.0,6.0,11.0,24.0,11.0
4073,FIOLA-DION Camille,Canada,Artistic Swimming,KULESZA Katarzyna,Canada,Artistic Swimming,Team,105,0,105,Canada,7.0,6.0,11.0,24.0,11.0
4074,FIOLA-DION Camille,Canada,Artistic Swimming,SZAUDER Gabor,Canada,Artistic Swimming,Duet,105,0,105,Canada,7.0,6.0,11.0,24.0,11.0
4075,FIOLA-DION Camille,Canada,Artistic Swimming,SZAUDER Gabor,Canada,Artistic Swimming,Team,105,0,105,Canada,7.0,6.0,11.0,24.0,11.0
4076,FIORAVANTI COSTA Marina,Brazil,Rugby Sevens,BRODERICK William,Brazil,Rugby Sevens,Women,146,151,297,Brazil,7.0,6.0,8.0,21.0,12.0
4077,FIORAVANTI Leonardo,Italy,Surfing,,,,,20,20,40,Italy,10.0,10.0,20.0,40.0,7.0
4078,FIRFIRICA Alin Alexandru,Romania,Athletics,,,,,969,1072,2041,Romania,1.0,3.0,0.0,4.0,47.0
4079,FIRISUA Sharon,Solomon Islands,Athletics,,,,,969,1072,2041,,,,,,
4080,FISCHER Aria,United States of America,Water Polo,KRIKORIAN Adam,United States of America,Water Polo,Women,122,146,268,United States of America,39.0,41.0,33.0,113.0,1.0
4081,FISCHER Aria,United States of America,Water Polo,UDOVICIC Dejan,United States of America,Water Polo,Men,122,146,268,United States of America,39.0,41.0,33.0,113.0,1.0
4082,FISCHER Makenzie,United States of America,Water Polo,KRIKORIAN Adam,United States of America,Water Polo,Women,122,146,268,United States of America,39.0,41.0,33.0,113.0,1.0
4083,FISCHER Makenzie,United States of America,Water Polo,UDOVICIC Dejan,United States of America,Water Polo,Men,122,146,268,United States of America,39.0,41.0,33.0,113.0,1.0
4084,FISCHER Sarah,Austria,Weightlifting,,,,,98,99,197,Austria,1.0,1.0,5.0,7.0,33.0
4085,FISEROVA Tereza,Czech Republic,Canoe Slalom,,,,,41,41,82,Czech Republic,4.0,4.0,3.0,11.0,23.0
4086,FISHER Grant,United States of America,Athletics,,,,,969,1072,2041,United States of America,39.0,41.0,33.0,113.0,1.0
4087,FISHER-MARSTERS Kirsten Andrea,Cook Islands,Swimming,,,,,361,418,779,,,,,,
4088,FISHMAN Jake,Israel,Baseball/Softball,FISH Nathan,Israel,Baseball/Softball,Baseball,90,144,234,Israel,2.0,0.0,2.0,4.0,47.0
4089,FITI Scott James,Federated States of Micronesia,Athletics,,,,,969,1072,2041,,,,,,
4090,FITZGIBBONS Sally,Australia,Surfing,,,,,20,20,40,Australia,17.0,7.0,22.0,46.0,6.0
4091,FITZPATRICK Connor,Canada,Canoe Sprint,,,,,123,126,249,Canada,7.0,6.0,11.0,24.0,11.0
4092,FITZPATRICK Ian,Ireland,Rugby Sevens,EDDY Anthony,Ireland,Rugby Sevens,Men,146,151,297,Ireland,2.0,0.0,2.0,4.0,47.0
4093,FITZPATRICK Madison Mae,Australia,Hockey,BATCH Colin,Australia,Hockey,Men,192,192,384,Australia,17.0,7.0,22.0,46.0,6.0
4094,FITZPATRICK Madison Mae,Australia,Hockey,DAVY Jeremy,Australia,Hockey,Women,192,192,384,Australia,17.0,7.0,22.0,46.0,6.0
4095,FITZPATRICK Madison Mae,Australia,Hockey,JENNINGS Dee,Australia,Hockey,,192,192,384,Australia,17.0,7.0,22.0,46.0,6.0
4096,FITZPATRICK Madison Mae,Australia,Hockey,POTTER Anthony,Australia,Hockey,Men,192,192,384,Australia,17.0,7.0,22.0,46.0,6.0
4097,FITZPATRICK Madison Mae,Australia,Hockey,POWELL Katrina,Australia,Hockey,Women,192,192,384,Australia,17.0,7.0,22.0,46.0,6.0
4098,FITZPATRICK Madison Mae,Australia,Hockey,STANIFORTH Dave,Australia,Hockey,,192,192,384,Australia,17.0,7.0,22.0,46.0,6.0
4099,FITZPATRICK Savannah,Australia,Hockey,BATCH Colin,Australia,Hockey,Men,192,192,384,Australia,17.0,7.0,22.0,46.0,6.0
4100,FITZPATRICK Savannah,Australia,Hockey,DAVY Jeremy,Australia,Hockey,Women,192,192,384,Australia,17.0,7.0,22.0,46.0,6.0
